id,title,class,is_safety,motivation_score,methodology_score,evaluation_score,total_score,subdomain,confidence,reasoning
HGNTcy4eEp,Learning Group Actions on Latent Representations,3,False,,,,,,high,"The paper introduces a method to learn group actions on latent representations in autoencoders, focusing on improving representation learning and performance on image datasets. There is no mention of safety, alignment, or interpretability; the goal is purely capabilities-oriented, fitting Class 3."
wDirCeTIoz,Communication Efficient Distributed Training with Distributed Lion,3,False,,,,,,high,"The paper proposes a communication-efficient distributed training method using the Lion optimizer, focusing on reducing bandwidth while maintaining performance. It is purely a capabilities-oriented contribution with no connection to AI safety, alignment, or frontier risk."
dtPIUXdJHY,Generalization Analysis for Label-Specific Representation Learning,3,False,,,,,,high,"The paper develops generalization bounds for label-specific representation learning in multi-label classification, with no connection to frontier AI safety, alignment, or catastrophic risk. It is a theoretical analysis aimed at improving understanding of generalization in a standard ML setting, fitting Class 3 (General Capabilities)."
wm9JZq7RCe,An Analysis of Tokenization: Transformers under Markov Data,3,False,,,,,,high,"The paper theoretically and empirically analyzes tokenization to understand why it improves transformer performance on Markov data, with the goal of explaining a common modeling practice. There is no connection to AI safety, alignment, ethics, fairness, or truthfulness; it is purely a capabilities-oriented study of model design."
UwvjJZWjPT,Inductive biases of multi-task learning and finetuning: multiple regimes of feature reuse,3,False,,,,,,high,"The paper studies inductive biases of multi-task learning and finetuning in neural networks, focusing on feature reuse and nested feature selection. It is a theoretical and empirical analysis of learning dynamics with no connection to AI safety, ethics, or truthfulness. The primary goal is advancing understanding of generalization and performance, placing it in General Capabilities (Class 3)."
eHzIwAhj06,The Group Robustness is in the Details: Revisiting Finetuning under Spurious Correlations,1,False,,,,,,high,"This paper studies worst-group accuracy and spurious correlations in finetuned models, focusing on class-balancing and spectral imbalance. It addresses traditional group robustness and fairness, with no connection to frontier AI safety or alignment. It belongs to Class 1 (Ethics & Fairness) as it deals with bias and fairness issues in standard ML models."
qo7NtGMr2u,Symmetry Discovery Beyond Affine Transformations,3,False,,,,,,high,"The paper presents a method for detecting continuous and discrete symmetries in data, aiming to improve machine learning performance. There is no mention of safety, alignment, or any connection to frontier AI risks, so it falls into General Capabilities (Class 3)."
MhWaMOkoN3,Universality in Transfer Learning for Linear Models,3,False,,,,,,high,"The paper provides a theoretical analysis of transfer learning and fine-tuning in linear models, focusing on generalization and classification errors in the asymptotic regime. There is no mention or framing related to AI safety, alignment, or frontier model concerns, making it a pure capabilities or theory contribution. It does not fit any safety subdomain and is distinct from safety-oriented work."
JlWn80mTJi,The Implicit Bias of Gradient Descent on Separable Multiclass Data,3,False,,,,,,high,"This paper studies the implicit bias of gradient descent for multiclass classification, extending binary results to multiclass using PERM losses. There is no connection to AI safety, frontier models, or alignment; it is a theoretical contribution to optimization and generalization. Hence it belongs in Class 3."
KjNEzWRIqn,Synatra: Turning Indirect Knowledge into Direct Demonstrations for Digital Agents at Scale,3,False,,,,,,high,"The paper focuses on improving the capabilities of LLM-based digital agents by generating synthetic demonstrations from indirect knowledge, evaluated on standard web task benchmarks. There is no mention of safety, alignment, or any safety-related goals, making it a general capabilities improvement paper."
oEKFPSOWpp,NeuralSteiner: Learning Steiner Tree for Overflow-avoiding Global Routing in Chip Design,3,False,,,,,,high,"NeuralSteiner applies neural networks to predict Steiner points for global routing in chip design, focusing on overflow reduction and wirelength optimization. This is a domain-specific application of ML to improve engineering performance, with no connection to AI safety, alignment, or ethical concerns. It belongs in Class 3 (General Capabilities) as its primary goal is enhancing design efficiency."
DlYNGpCuwa,Aligning LLM Agents by Learning Latent Preference from User Edits,3,False,,,,,,high,"The paper focuses on learning user preferences from edits to improve response generation in writing assistants, aiming to reduce edit distance and personalize outputs. This is a capabilities and user experience improvement task with no mention of AI safety, misalignment, or catastrophic risks. The use of 'alignment' refers to user preference alignment, not AI safety alignment, so it falls under Class 3 (General Capabilities)."
qOSFiJdVkZ,Continual learning with the neural tangent ensemble,3,False,,,,,,high,"The paper proposes a Bayesian ensemble interpretation of neural networks to mitigate catastrophic forgetting in continual learning. Its primary goal is improving learning performance and preventing forgetting, which is a capability enhancement, not explicitly tied to frontier AI safety or alignment. It does not address safety, reliability, or truthfulness for current-generation models, nor does it involve interpretability for general mechanisms, so it belongs to Class 3."
GxwnQ8sxkL,Learning from Snapshots of Discrete and Continuous Data Streams,3,False,,,,,,high,"The paper presents a theoretical study of learning from discrete and continuous data streams using concept classes and pattern classes, with no connection to AI safety, alignment, or frontier model concerns. The focus is on fundamental learnability results and algorithm design, placing it squarely in the General Capabilities class."
RfSvAom7sS,Sample Efficient Bayesian Learning of Causal Graphs from Interventions,3,False,,,,,,high,"The paper proposes a Bayesian method for learning causal graphs from interventional data with limited samples. It focuses on improving causal discovery accuracy, which is a general machine learning capability. There is no explicit connection to frontier AI safety, alignment, or catastrophic risk, and the paper does not address interpretability or safety-relevant monitoring of neural networks. Therefore, it belongs in Class 3 (General Capabilities)."
Q5RYn6jagC,Understanding the Limits of Vision Language Models Through the Lens of the Binding Problem,3,False,,,,,,high,"The paper investigates failures of VLMs in multi-object reasoning tasks (counting, localization) and attributes them to the binding problem from cognitive science. The goal is to understand model limitations and capabilities, with no explicit safety, alignment, or risk mitigation motivation. This places it firmly in Class 3 (General Capabilities), as it primarily analyzes performance heterogeneity without addressing safety concerns."
JEflV4nRlH,What Makes and Breaks Safety Fine-tuning? A Mechanistic Study,4,True,3,1,2,6,Interpretability,high,"This paper uses mechanistic interpretability to study how safety fine-tuning (SFT, DPO, unlearning) internally works, finding that these methods transform MLP weights to align unsafe inputs into null space, and that jailbreaks exploit this by producing activations closer to safe samples. The primary goal is understanding the mechanism behind safety alignment, making it Class 4. It is not merely improving reliability or evaluating safety, but advancing general understanding of model internals for safety, distinguishing it from Classes 2 and 3."
4ZH48aGD60,"Active, anytime-valid risk controlling prediction sets",2,False,,,,,,high,"The paper proposes statistical methods for risk-controlling prediction sets with anytime-valid guarantees in sequential and active labeling settings. Although it uses the term 'safety', it refers to controlling statistical risk measures (e.g., miscoverage) rather than frontier AI safety or alignment. The focus on providing rigorous guarantees for model reliability places it in Class 2 (Truthfulness, Reliability & XAI)."
owuEcT6BTl,Emergence of Hidden Capabilities: Exploring Learning Dynamics in Concept Space,3,False,,,,,,medium,"The paper proposes a framework to analyze learning dynamics and the emergence of hidden capabilities in generative models using toy datasets. It does not frame the work around safety, alignment, or frontier model risks, nor does it address interpretability or monitoring of deployed systems. The primary contribution is understanding fundamental learning processes, placing it in General Capabilities."
doaJTihgIZ,Dynamics of Supervised and Reinforcement Learning in the Non-Linear Perceptron,3,False,,,,,,high,"The paper develops theoretical flow equations for learning dynamics in a nonlinear perceptron, comparing supervised and reinforcement learning. It focuses on understanding fundamental learning processes rather than safety, alignment, or interpretability of frontier models. The work does not address ethics, fairness, reliability, or any AI safety subdomain."
HRnSVflpgt,Schur Nets: exploiting local structure for equivariance in higher order graph neural networks,3,False,,,,,,high,"The paper presents a method to improve the expressivity of graph neural networks by using spectral graph theory to construct equivariant operations, with the goal of boosting performance on standard benchmarks. There is no mention or intention related to AI safety, fairness, truthfulness, or interpretability for safety purposes. Thus it falls under Class 3 as a general capabilities contribution."
pPSWHsgqRp,Smoothie: Label Free Language Model Routing,3,False,,,,,,high,"The paper proposes an unsupervised routing method to select the best LLM for each input sample, aiming to improve overall performance. There is no connection to AI safety, alignment, or risk, and the work is framed entirely around enhancing capabilities. Therefore it falls under General Capabilities."
3BNPUDvqMt,Better by default: Strong pre-tuned MLPs and boosted trees on tabular data,3,False,,,,,,high,"The paper focuses on improving the default performance of MLPs and GBDTs for tabular data classification and regression, with no connection to AI safety, ethics, or reliability. It is purely a capabilities-oriented work, aiming to achieve strong results without hyperparameter tuning, which places it squarely in Class 3 (General Capabilities)."
MQIET1VfoV,Boosting Sample Efficiency and Generalization in Multi-agent Reinforcement Learning via Equivariance,3,False,,,,,,high,"The paper focuses on improving sample efficiency and generalization in multi-agent reinforcement learning using equivariant graph neural networks. There is no mention of safety, alignment, or any frontier AI safety concerns; the goal is purely capabilities improvement. This distinguishes it from Class 4 safety work and aligns it with Class 3 (General Capabilities)."
8iPobEKUUA,Efficient Minimum Bayes Risk Decoding using Low-Rank Matrix Completion Algorithms,3,False,,,,,,high,"The paper presents a method to approximate Minimum Bayes Risk decoding for machine translation using low-rank matrix completion, aiming to reduce computational complexity while maintaining translation quality. There is no mention or framing related to AI safety, alignment, or catastrophic risks; the primary goal is improving efficiency and performance of a decoding strategy. Therefore, it belongs to Class 3 (General Capabilities)."
M2UzLRoqic,Reducing Transformer Key-Value Cache Size with Cross-Layer Attention,3,False,,,,,,high,"The paper presents Cross-Layer Attention (CLA) to reduce KV cache memory usage in transformer-based LLMs, enabling longer sequences and larger batch sizes. The primary goal is improving inference efficiency and capabilities, with no mention of safety, alignment, or risk. This falls squarely under Class 3 (General Capabilities)."
x7AD0343Jz,Limits of Transformer Language Models on Learning to Compose Algorithms,3,False,,,,,,high,"The paper analyzes the sample efficiency and reliability of Transformer language models in learning compositional discrete tasks, focusing on general capabilities rather than safety or alignment. It does not address misalignment, catastrophic risk, or any safety subdomain, and its primary goal is understanding model limitations, not safety."
XHCYZNmqnv,Detecting Brittle Decisions for Free: Leveraging Margin Consistency in Deep Robust Classifiers,2,False,,,,,,high,"This paper focuses on detecting adversarial vulnerability in deep image classifiers (CIFAR-10/100) using margin consistency, a standard adversarial robustness concern. It does not address frontier AI systems, misalignment, or catastrophic risk, so it falls under Class 2 (Truthfulness, Reliability & XAI) as a narrow robustness evaluation method."
Hlcek7AYgP,Neural Embeddings Rank: Aligning 3D latent dynamics with movements,3,False,,,,,,low,"The paper presents Neural Embeddings Rank (NER), a dimensionality reduction method for aligning neural dynamics with movements in neuroscience and brain-machine interfaces. It focuses on improving decoding performance for neural data, not on AI safety, ethics, or general ML interpretability. Thus it belongs to Class 3 (General Capabilities) as a methodological contribution for a specific domain."
qrfp4eeZ47,FactorizePhys: Matrix Factorization for Multidimensional Attention in Remote Physiological Sensing,3,False,,,,,,high,"The paper introduces a novel attention mechanism for remote photoplethysmography, focusing solely on improving signal extraction performance from video. There is no mention of safety, alignment, interpretability, or ethical concerns; it is a pure capabilities contribution for a domain-specific task, thus belonging to Class 3."
yW3tlSwusb,Accelerating ERM for data-driven algorithm design using output-sensitive techniques,3,False,,,,,,high,"The paper develops output-sensitive algorithms for empirical risk minimization in data-driven algorithm design, focusing on computational efficiency for combinatorial algorithm families. There is no connection to AI safety, frontier model alignment, or any safety-related concern, placing it firmly in Class 3 (General Capabilities)."
NfOFbPpYII,Non-asymptotic Convergence of Training Transformers for Next-token Prediction,3,False,,,,,,high,"This paper provides a theoretical analysis of training convergence for a one-layer transformer on next-token prediction, focusing on structural properties and convergence rates. There is no mention of safety, fairness, interpretability, or reliability; it is a general capabilities and optimization-focused contribution, thus Class 3."
uSKzEaj9zJ,Nonlocal Attention Operator: Materializing Hidden Knowledge Towards Interpretable Physics Discovery,3,False,,,,,,high,"The paper proposes a novel neural operator architecture (NAO) based on attention for discovering interpretable physics models from PDE data. Its primary goal is improving generalization and interpretability for physical systems, with no connection to AI safety, alignment, or frontier model risks. It is a general capabilities paper in scientific machine learning."
5bR2l1b2eh,SIRIUS : Contexual Sparisty with Correction for Efficient LLMs,3,False,,,,,,high,"The paper focuses on improving inference efficiency of LLMs via contextual sparsity and correction, with the primary goal of performance recovery on reasoning tasks. There is no emphasis on safety, alignment, or interpretability for safety purposes, making it a general capabilities paper."
mXlR1FLFDc,A Compositional Atlas for Algebraic Circuits,3,False,,,,,,medium,"The paper presents a theoretical framework for compositional inference in algebraic circuits, unifying tractability conditions for various queries. It does not address AI safety, alignment, or frontier models, and its primary goal is advancing theoretical understanding of circuit inference, which falls under general capabilities without explicit safety motivation."
1sLdprsbmk,Can Models Learn Skill Composition from Examples?,3,False,,,,,,high,"The paper investigates whether smaller LLMs can learn compositional generalization from examples, using fine-tuning on skill-combined texts to improve performance on unseen skill combinations. The primary goal is enhancing model capabilities, not addressing safety, alignment, or interpretability. The brief mention of AI safety interest is incidental and does not drive the methodology or evaluation."
