id,title,class,is_safety,motivation_score,methodology_score,evaluation_score,total_score,subdomain,confidence,reasoning
6ARlSgun7J,Enhancing Tail Performance in Extreme Classifiers by Label Variance Reduction,3,False,,,,,,high,"The paper focuses on improving the performance of extreme classifiers on tail labels via knowledge distillation and label variance reduction. There is no mention of frontier AI safety, alignment, or any safety-related motivation; it is purely a capabilities-oriented machine learning methodology paper."
rhgIgTSSxW,TabR: Tabular Deep Learning Meets Nearest Neighbors,3,False,,,,,,high,"The paper introduces TabR, a retrieval-augmented deep learning model for tabular data, focusing on improving predictive performance and efficiency compared to GBDTs and other tabular DL models. There is no mention of safety, fairness, reliability, or alignment; the goal is purely capabilities advancement, placing it in Class 3."
YItWKZci78,Symmetric Mean-field Langevin Dynamics for Distributional Minimax Problems,3,False,,,,,,high,"This paper proposes novel algorithms for distributional minimax optimization using mean-field Langevin dynamics and proves convergence guarantees. There is no connection to AI safety, alignment, fairness, or truthfulness; the work is purely a theoretical and methodological contribution to optimization, making it Class 3 (General Capabilities)."
lK2V2E2MNv,Bridging Vision and Language Spaces with Assignment Prediction,3,False,,,,,,high,"The paper presents VLAP, a method to align visual and language embeddings using optimal transport, enabling frozen LLMs to perform vision-language tasks. The primary goal is improving multimodal capabilities (captioning, VQA, retrieval) with no explicit safety, alignment, or interpretability motivation. This clearly falls under Class 3 (General Capabilities)."
5JWAOLBxwp,An Intuitive Multi-Frequency Feature Representation for SO(3)-Equivariant Networks,3,False,,,,,,high,"The paper introduces a multi-frequency feature representation to improve the expressiveness of SO(3)-equivariant networks for 3D vision tasks like shape reconstruction. There is no mention of safety, alignment, or any risk-related concerns; the goal is purely to enhance model performance and capability. Therefore, it belongs to Class 3 (General Capabilities)."
KTtEICH4TO,CORN: Contact-based Object Representation for Nonprehensile Manipulation of General Unseen Objects,3,False,,,,,,high,"This paper focuses on improving robotic nonprehensile manipulation using reinforcement learning and a novel contact-based object representation, with emphasis on generalization and training efficiency. There is no mention of AI safety, alignment, interpretability, or any frontier AI concerns. It fits squarely into Class 3 as a capabilities-focused robotics paper."
lF2aip4Scn,Demonstration-Regularized RL,3,False,,,,,,high,"The paper theoretically analyzes sample efficiency of RL with expert demonstrations via KL-regularization, focusing on performance guarantees and RLHF efficiency. There is no connection to AI safety, alignment, or frontier risks; it is a capabilities-oriented theoretical contribution."
eepoE7iLpL,Enhancing Neural Subset Selection: Integrating Background Information into Set Representations,3,False,,,,,,high,"This paper addresses a technical improvement in neural subset selection by incorporating background superset information to enhance performance on tasks like drug discovery. There is no connection to AI safety, alignment, or frontier model risks; its primary goal is advancing capability and efficiency, placing it in Class 3."
SQpnEfv9WH,Social-Transmotion: Promptable Human Trajectory Prediction,3,False,,,,,,high,"The paper introduces a Transformer-based model for human trajectory prediction, using visual cues and prompt-like inputs to improve accuracy. There is no mention of AI safety, alignment, or frontier risks; the work is purely focused on improving predictive capabilities for autonomous vehicles, robotics, and surveillance."
FMMF1a9ifL,Gradual Optimization Learning for Conformational Energy Minimization,3,False,,,,,,high,"The paper focuses on improving the efficiency of molecular conformation energy minimization using neural networks, a domain-specific application with no connection to AI safety, ethics, or transparency. The primary goal is performance and computational efficiency, fitting Class 3 (General Capabilities)."
