id,title,class,is_safety,motivation_score,methodology_score,evaluation_score,total_score,subdomain,confidence,reasoning
eaNLvrP8n1,Learning Adaptive and View-Invariant Vision Transformer for Real-Time UAV Tracking,3,False,,,,,,high,"The paper proposes an adaptive computation framework for vision transformers to improve efficiency and robustness in real-time UAV tracking. There is no mention of AI safety, alignment, or frontier model concerns; the work is purely focused on performance and capability improvement, placing it in Class 3."
nUVForc3VP,Double-Step Alternating Extragradient with Increasing Timescale Separation for Finding Local Minimax Points: Provable Improvements,3,False,,,,,,high,"This paper focuses on improving optimization algorithms for nonconvex-nonconcave minimax problems, specifically proposing double-step alternating extragradient with increasing timescale separation. The entire motivation is about convergence to local minimax points, with no mention of AI safety, alignment, or frontier model concerns. It is a theoretical/methodological contribution to optimization, fitting squarely in Class 3 (General Capabilities)."
uEx2bSAJu8,Multi-View Clustering by Inter-cluster Connectivity Guided Reward,3,False,,,,,,high,"The paper proposes a multi-view clustering algorithm using reinforcement learning to infer the number of clusters, focusing purely on clustering performance without any connection to AI safety, alignment, or frontier models. It is a general capabilities improvement method."
edHLN40DWu,One Prompt is not Enough: Automated Construction of a Mixture-of-Expert Prompts,3,False,,,,,,high,"The paper focuses on improving LLM generalization via automated prompt construction using a mixture-of-experts approach. There is no mention of safety, alignment, or risk mitigation, so it is purely a capabilities enhancement method."
hZ0fWhgVch,Referee Can Play: An Alternative Approach to Conditional Generation via Model Inversion,3,False,,,,,,high,"The paper proposes a training-free method to improve text-to-image alignment in diffusion models by using vision-language models for conditional generation. Its primary goal is enhancing generation quality and controllability, with no focus on frontier AI safety, ethics, or reliability. The term 'alignment' refers to text-image correspondence, not AI safety alignment, placing it firmly in Class 3 (General Capabilities)."
Z0S6fUdW68,Towards Robust Model-Based Reinforcement Learning Against Adversarial Corruption,2,False,,,,,,high,"This paper addresses adversarial corruption in model-based reinforcement learning, proposing robust algorithms with provable guarantees. It focuses on standard RL robustness and does not discuss frontier AI systems, alignment, or existential risks, placing it in Class 2 as a reliability/robustness topic."
pOJbk4Nzmi,Efficient Algorithms for Empirical Group Distributionally Robust Optimization and Beyond,3,False,,,,,,high,"The paper presents efficient algorithms for Group Distributionally Robust Optimization (GDRO) and Minimax Excess Risk Optimization (MERO), focusing purely on computational complexity and convergence rates. There is no mention of AI safety, alignment, frontier models, or any safety-relevant evaluation; it is a methodological contribution to optimization in general ML, fitting Class 3 (General Capabilities)."
0bmXrtTDUu,Beyond Chinchilla-Optimal: Accounting for Inference in Language Model Scaling Laws,3,False,,,,,,high,"This paper studies scaling laws to optimize model size and training data for inference cost efficiency. It has no explicit safety or alignment motivation, instead focusing on computational efficiency and model quality under inference demand. Therefore, it belongs in Class 3 (General Capabilities)."
7bjyambg4x,Maestro: Uncovering Low-Rank Structures via Trainable Decomposition,3,False,,,,,,high,"The paper proposes Maestro, a framework for trainable low-rank decomposition of deep neural networks to reduce model size and computational cost while preserving accuracy. There is no connection to frontier AI safety, alignment, or catastrophic risk; the focus is entirely on efficiency and model compression, which falls under General Capabilities."
OF7e0w1uon,Q-Star Meets Scalable Posterior Sampling: Bridging Theory and Practice via HyperAgent,3,False,,,,,,high,"The paper presents HyperAgent, a reinforcement learning algorithm for efficient exploration using hypermodels and posterior sampling. The focus is on solving hard exploration problems and improving scalability and performance in deep RL benchmarks, with no mention of safety, alignment, fairness, or interpretability. It is a capabilities-oriented contribution, clearly falling under Class 3."
fM9xTkpAdu,Reshape and Adapt for Output Quantization (RAOQ): Quantization-aware Training for In-memory Computing Systems,3,False,,,,,,high,"The paper proposes a quantization-aware training method (RAOQ) for in-memory computing systems to reduce ADC quantization errors, primarily aimed at improving hardware efficiency and model performance on vision and NLP tasks. There is no connection to AI safety, alignment, or frontier model concerns, so it squarely belongs in Class 3 (General Capabilities)."
DLTjFFiuUJ,Unveiling and Harnessing Hidden Attention Sinks: Enhancing Large Language Models without Training through Attention Calibration,3,False,,,,,,high,"The paper studies attention sinks in LLMs and proposes a training-free calibration technique to improve accuracy. The primary goal is enhancing general capabilities, with no explicit safety, alignment, or risk motivation. It does not address safety-specific subdomains or evaluations, distinguishing it from Class 4 interpretability or safety work."
Gp0xZDmrA2,Learning in Feature Spaces via Coupled Covariances: Asymmetric Kernel SVD and Nyström method,3,False,,,,,,high,"This paper presents a novel formulation of asymmetric kernel SVD and Nyström method for learning in feature spaces. There is no connection to AI safety, ethics, fairness, truthfulness, or any safety-related topics; it is purely a methodological contribution to kernel methods and dimensionality reduction. Therefore, it falls under Class 3 (General Capabilities)."
HsseRq2FAx,Dr. Strategy: Model-Based Generalist Agents with Strategic Dreaming,3,False,,,,,,high,"The paper proposes a new model-based reinforcement learning agent that improves sample efficiency and generalization through a structured dreaming strategy inspired by cognitive science. The focus is entirely on enhancing exploration and task performance in navigation tasks, with no mention of safety, alignment, or any safety-related concepts. Therefore, it belongs to Class 3 (General Capabilities)."
s5PLISyNyP,Meta-Learners for Partially-Identified Treatment Effects Across Multiple Environments,3,False,,,,,,high,"The paper focuses on causal inference methodology for estimating treatment effects from observational data across multiple environments, using instrumental variable bounds. It does not address AI safety, frontier models, or alignment, and is purely a statistical/machine learning contribution. Therefore, it belongs to Class 3 (General Capabilities)."
