id,title,class,is_safety,motivation_score,methodology_score,evaluation_score,total_score,subdomain,confidence,reasoning
ryGkSo0qYm,Large Scale Graph Learning From Smooth Signals,3,False,,,,,,high,"The paper proposes an efficient algorithm for graph learning from smooth signals, focusing on scalability and quality approximation. There is no mention of AI safety, alignment, interpretability, or any connection to frontier AI systems; it is a purely methodological contribution to graph learning as a general capability."
rkxw-hAcFQ,Generating Multi-Agent Trajectories using Programmatic Weak Supervision,3,False,,,,,,high,"The paper presents a hierarchical generative model for multi-agent trajectory generation, specifically for basketball gameplay, using programmatic weak supervision. There is no connection to AI safety, alignment, or frontier model concerns; it is purely a capabilities-oriented work focused on improving modeling of coordinated behavior."
rylDfnCqF7,Lagging Inference Networks and Posterior Collapse in Variational Autoencoders,3,False,,,,,,high,"The paper investigates posterior collapse in variational autoencoders and proposes a training modification to reduce inference lag, focusing on improving model performance and avoiding a known optimization failure. It is a standard ML methodology paper with no connection to frontier AI safety, alignment, or catastrophic risk."
rklaWn0qK7,Learning Neural PDE Solvers with Convergence Guarantees,3,False,,,,,,high,"The paper focuses on learning neural PDE solvers to achieve faster convergence for specific problem domains. The primary goal is improving computational efficiency and performance, with no connection to AI safety, alignment, ethics, or fairness. Therefore, it belongs in Class 3 (General Capabilities)."
ryf7ioRqFX,h-detach: Modifying the LSTM Gradient Towards Better Optimization,3,False,,,,,,high,"The paper focuses on improving LSTM optimization by modifying gradient flow to address the vanishing gradient problem, with the aim of better convergence, robustness, and generalization on benchmarks. There is no mention of safety, alignment, interpretability, or frontier AI concerns. This is a capabilities-oriented contribution, fitting Class 3."
rygkk305YQ,Hierarchical Generative Modeling for Controllable Speech Synthesis,3,False,,,,,,high,"The paper proposes a generative TTS model for controlling speech attributes like style and background noise, with no mention of safety, alignment, or frontier AI concerns. It is purely a capabilities-focused work, improving performance and controllability of speech synthesis, so it belongs in Class 3."
ryeYHi0ctQ,DPSNet: End-to-end Deep Plane Sweep Stereo,3,False,,,,,,high,"The paper presents a deep learning method for multiview stereo depth reconstruction (DPSNet), focusing on improving accuracy on standard vision benchmarks. There is no connection to AI safety, alignment, fairness, or interpretability; it is purely a capabilities-oriented computer vision paper."
ryGs6iA5Km,How Powerful are Graph Neural Networks?,3,False,,,,,,high,"The paper analyzes the expressive power and limitations of Graph Neural Networks, proposing a more expressive architecture. The primary goal is understanding and improving GNN capabilities, with no connection to frontier AI safety, alignment, or catastrophic risks. It fits squarely in Class 3 (General Capabilities)."
ryeOSnAqYm,Synthetic Datasets for Neural Program Synthesis,3,False,,,,,,high,"The paper focuses on improving the generalization of neural program synthesis models by controlling the bias of synthetic data distributions, which is a capabilities-oriented goal. There is no mention of safety, alignment, interpretability, or any frontier AI safety concerns, distinguishing it from Class 4. It does not address ethics, fairness, truthfulness, or reliability in a safety-relevant way, nor does it involve XAI or standard ML fairness, placing it in Class 3."
ryxwJhC9YX,InstaGAN: Instance-aware Image-to-Image Translation,3,False,,,,,,high,"The paper introduces InstaGAN, a method for unsupervised image-to-image translation using GANs, focused on handling multiple instances and shape changes. There is no mention of safety, alignment, interpretability, or any connection to frontier AI safety concerns. The work is purely about improving generative capabilities, placing it in Class 3 (General Capabilities)."
ryM_IoAqYX,Analysis of Quantized Models,3,False,,,,,,high,"The paper theoretically and empirically studies convergence of weight and gradient quantized neural networks for reducing storage and speeding up training. There is no connection to frontier AI safety, alignment, ethics, or interpretability; it is purely a capabilities/efficiency paper."
rygqqsA9KX,Learning Factorized Multimodal Representations,3,False,,,,,,high,"The paper proposes factorized multimodal representations for better discriminative and generative performance across modalities, with a focus on robustness to missing data. There is no mention of frontier AI safety, alignment, or catastrophic risk; the primary goal is improving model capabilities and interpretability of multimodal interactions for traditional tasks like sentiment prediction. This places it in Class 3 (General Capabilities) rather than any safety-related class."
rye7knCqK7,Learning when to Communicate at Scale in Multiagent Cooperative and Competitive Tasks,3,False,,,,,,high,"The paper introduces IC3Net, a communication model for multi-agent tasks in cooperative, semi-cooperative, and competitive settings. The primary goal is improving performance and scalability, with no mention of safety, alignment, or ethical considerations. This clearly falls under Class 3 (General Capabilities)."
ryf6Fs09YX,GO Gradient for Expectation-Based Objectives,3,False,,,,,,high,"The paper presents a gradient estimation technique for expectation-based objectives, focusing on variance reduction and applicability to non-reparameterizable distributions. There is no mention of safety, alignment, fairness, or frontier AI systems, placing it firmly in general capabilities."
ryfMLoCqtQ,An analytic theory of generalization dynamics and transfer learning in deep linear networks,3,False,,,,,,high,"This paper develops an analytic theory of generalization dynamics and transfer learning in deep linear networks, focusing on understanding training and testing error, task structure, and knowledge transfer. The primary goal is advancing theoretical understanding of deep learning capabilities without any connection to AI safety, alignment, or frontier model risks. It clearly falls under General Capabilities (Class 3)."
