id,title,class,is_safety,motivation_score,methodology_score,evaluation_score,total_score,subdomain,confidence,reasoning
umT6rMf1Rm,DEFAME: Dynamic Evidence-based FAct-checking with Multimodal Experts,2,False,,,,,,high,"The paper presents a fact-checking pipeline for detecting disinformation in text-image claims, aimed at improving truthfulness and reliability in current AI systems. It does not address frontier AI safety, alignment, or catastrophic risk, and lacks any connection to interpretability, adversarial robustness, or safety guardrails for frontier models. Therefore it belongs in Class 2 (Truthfulness, Reliability & XAI), not in Class 4."
Dqp6IMI3gQ,When Will It Fail?: Anomaly to Prompt for Forecasting Future Anomalies in Time Series,3,False,,,,,,high,"This paper proposes a novel framework for forecasting future anomalies in time series data, focusing on improving prediction accuracy. There is no mention of frontier AI systems, alignment, interpretability, or any safety concerns; it is a general capabilities improvement paper."
G80YGyxzv7,Beyond Cropped Regions: New Benchmark and Corresponding Baseline for Chinese Scene Text Retrieval in Diverse Layouts,3,False,,,,,,high,"The paper introduces a benchmark and model for Chinese scene text retrieval, focusing on performance improvement and handling diverse layouts. There is no connection to AI safety, alignment, fairness, or interpretability; its primary goal is advancing a specific downstream task. Therefore it belongs to Class 3 (General Capabilities)."
YUtJsxQjv3,EcoMapper: Generative Modeling for Climate-Aware Satellite Imagery,3,False,,,,,,high,"The paper presents generative models for satellite imagery conditioned on climate data, aimed at environmental forecasting and climate adaptation. There is no connection to AI safety, alignment, fairness, or reliability; it is purely a capabilities paper in remote sensing."
hrBfufwMzg,Voronoi-grid-based Pareto Front Learning and Its Application to Collaborative Federated Learning,3,False,,,,,,high,"The paper proposes a novel method for Pareto front learning using Voronoi grids and genetic algorithms to improve coverage of the Pareto front in multi-objective optimization. It is applied to federated learning but without any safety, alignment, or ethical framing. Therefore, it belongs to Class 3 (General Capabilities) as its primary goal is improving optimization performance."
zFR5aWGaUs,Let LLM Tell What to Prune and How Much to Prune,3,False,,,,,,high,"The paper proposes a structured pruning method for LLMs aimed at balancing efficiency and performance. There is no mention or goal related to AI safety, alignment, interpretability, or reliability beyond standard model compression. Thus it belongs to Class 3 (General Capabilities)."
7jxa1o8rDW,Fairness on Principal Stratum: A New Perspective on Counterfactual Fairness,1,False,,,,,,high,"The paper proposes a novel fairness definition (principal counterfactual fairness) and a post-processing method to achieve it, focusing on algorithmic fairness in high-stakes decision-making like criminal justice and education. There is no connection to frontier AI safety, alignment, or catastrophic risk, so it belongs in Class 1 (Ethics & Fairness)."
SaKPKyjDp6,Time Series Representations with Hard-Coded Invariances,3,False,,,,,,high,"The paper proposes novel invariant convolutions for time series to improve robustness and generalization for classification tasks. There is no mention of AI safety, frontier models, alignment, or catastrophic risks; the focus is purely on enhancing standard ML capabilities."
9Kywz2fO26,Pairwise Maximum Likelihood For Multi-Class Logistic Regression Model With Multiple Rare Classes,3,False,,,,,,high,"This paper proposes a pairwise likelihood estimation method for multi-class logistic regression with rare classes, motivated by TikTok live stream data. It focuses on statistical and computational efficiency without any connection to AI safety, alignment, or frontier AI concerns. Therefore, it falls under Class 3 (General Capabilities) as a methodological improvement for classification."
rkHCHI5H5W,Compositional Generalization via Forced Rendering of Disentangled Latents,3,False,,,,,,high,"The paper focuses on compositional generalization in generative models, aiming to improve out-of-distribution performance through architectural modifications. There is no mention of AI safety, alignment, or frontier risks; the work is purely about advancing model capabilities."
