id,title,class,is_safety,motivation_score,methodology_score,evaluation_score,total_score,subdomain,confidence,reasoning
nips-2019-0415740eaa4d9decbc8da001d3fd805f,Hyperbolic Graph Convolutional Neural Networks,3,False,,,,,,high,"The paper introduces Hyperbolic Graph Convolutional Neural Networks (HGCN) to improve representation learning for hierarchical and scale-free graphs by leveraging hyperbolic geometry. Its primary goal is enhancing performance on link prediction and node classification, with no connection to AI safety, alignment, or frontier model concerns. This distinguishes it from safety-related work, placing it firmly in Class 3 (General Capabilities)."
nips-2019-024d2d699e6c1a82c9ba986386f4d824,A Direct tilde{O}(1/epsilon) Iteration Parallel Algorithm for Optimal Transport,3,False,,,,,,high,"The paper presents a parallel algorithm for optimal transport, focusing on computational efficiency and work bounds. There is no connection to frontier AI safety, alignment, or any safety-relevant motivation, methodology, or evaluation. It purely advances algorithmic performance, fitting Class 3 (General Capabilities)."
nips-2019-0394ea68951e3299bcdfa75a097d7c11,Random Projections and Sampling Algorithms for Clustering of High-Dimensional Polygonal Curves,3,False,,,,,,high,"The paper focuses on improving clustering algorithms for high-dimensional polygonal curves using dimensionality reduction and subsampling, with the goal of computational efficiency. There is no mention of AI safety, alignment, or any ethical concerns, placing it squarely in Class 3 (General Capabilities)."
nips-2019-01ce84968c6969bdd5d51c5eeaa3946a,Exact Gaussian Processes on a Million Data Points,3,False,,,,,,high,"The paper focuses on scaling exact Gaussian processes to millions of data points using multi-GPU parallelization and conjugate gradients, which is a pure computational efficiency contribution. There is no connection to AI safety, ethics, fairness, interpretability, or any other safety-adjacent topic, placing it firmly in Class 3 (General Capabilities)."
nips-2019-072b030ba126b2f4b2374f342be9ed44,Meta-Learning with Implicit Gradients,3,False,,,,,,high,"The paper presents a meta-learning algorithm (implicit MAML) for few-shot learning, focusing on computational efficiency and memory reduction. There is no mention of safety, alignment, fairness, or interpretability, so it belongs to Class 3 (General Capabilities)."
nips-2019-067a26d87265ea39030f5bd82408ce7c,Time/Accuracy Tradeoffs for Learning a ReLU with respect to Gaussian Marginals,3,False,,,,,,high,"This paper studies the computational complexity and approximation of learning a ReLU under Gaussian marginals, a fundamental theoretical machine learning problem. There is no connection to AI safety, ethics, or reliability; it is purely about algorithmic efficiency and feasibility."
nips-2019-05e97c207235d63ceb1db43c60db7bbb,Uniform convergence may be unable to explain generalization in deep learning,3,False,,,,,,high,"This paper investigates theoretical limitations of uniform convergence bounds in explaining generalization of deep learning, a topic in machine learning theory. It does not address ethics, fairness, truthfulness, reliability, interpretability, or frontier AI safety/alignment, so it falls under Class 3 (General Capabilities) as its primary goal is understanding generalization without safety motivation."
nips-2019-05d0abb9a864ae4981e933685b8b915c,Efficient Algorithms for Smooth Minimax Optimization,3,False,,,,,,high,"The paper is a theoretical optimization study improving convergence rates for smooth minimax problems. It has no connection to AI safety, alignment, interpretability, or any safety-related subdomain; its primary goal is advancing optimization efficiency, placing it in Class 3."
nips-2019-0118a063b4aae95277f0bc1752c75abf,Multi-resolution Multi-task Gaussian Processes,3,False,,,,,,high,"The paper proposes a multi-resolution multi-task Gaussian Process framework for integrating observation processes, with application to air pollution estimation. It focuses purely on improving predictive performance and generalization through methodological innovations, with no mention of safety, alignment, or frontier AI risks, placing it in General Capabilities."
nips-2019-01386bd6d8e091c2ab4c7c7de644d37b,Deep Equilibrium Models,3,False,,,,,,high,"The paper introduces deep equilibrium models (DEQ), a new architecture for sequential data that improves memory efficiency and performance on language modeling tasks like WikiText-103. There is no connection to AI safety, fairness, interpretability, or reliability beyond standard capabilities improvement, so it belongs to Class 3 (General Capabilities)."
