id,title,class,is_safety,motivation_score,methodology_score,evaluation_score,total_score,subdomain,confidence,reasoning
pmlr-v139-abeyrathna21a,Massively Parallel and Asynchronous Tsetlin Machine Architecture Supporting Almost Constant-Time Scaling,3,False,,,,,,high,"The paper focuses on improving the parallelization and scaling of Tsetlin Machines for faster learning, with no mention of safety, alignment, ethics, or interpretability. It is a performance-oriented contribution, fitting Class 3 (General Capabilities)."
pmlr-v139-alvarez-melis21a,Dataset Dynamics via Gradient Flows in Probability Space,3,False,,,,,,high,"The paper introduces a framework for dataset transformation using Wasserstein gradient flows, focusing on capabilities like transfer learning and model repurposing without any mention of AI safety, alignment, or ethical considerations. It does not address frontier model risks, interpretability, or fairness, so it falls under General Capabilities."
pmlr-v139-amanatidis21a,Submodular Maximization subject to a Knapsack Constraint: Combinatorial Algorithms with Near-optimal Adaptive Complexity,3,False,,,,,,high,"This paper presents combinatorial algorithms for submodular maximization with knapsack constraints, focusing on improving adaptive complexity and query efficiency. There is no connection to AI safety, alignment, or frontier systems; it is a pure optimization theory contribution. Therefore it falls under Class 3 (General Capabilities)."
pmlr-v139-alieva21a,Robust Pure Exploration in Linear Bandits with Limited Budget,3,False,,,,,,high,"This paper proposes robust pure exploration algorithms for linear bandits, focusing on theoretical bounds and empirical performance. It does not address frontier AI safety, alignment, or any safety-related concerns, so it belongs to General Capabilities (Class 3)."
pmlr-v139-artemev21a,Tighter Bounds on the Log Marginal Likelihood of Gaussian Process Regression Using Conjugate Gradients,3,False,,,,,,high,"The paper proposes a computational bound for Gaussian process regression to improve hyperparameter learning and predictive performance. It is a methodological contribution to machine learning with no connection to AI safety, ethics, or reliability, thus falling under General Capabilities."
pmlr-v139-agarwal21a,Acceleration via Fractal Learning Rate Schedules,3,False,,,,,,high,"The paper proposes a fractal learning rate schedule to accelerate gradient descent, focusing on convergence and stability in optimization. There is no mention of safety, alignment, ethics, or reliability, making it a capabilities-oriented optimization method."
pmlr-v139-acar21b,Memory Efficient Online Meta Learning,3,False,,,,,,high,"The paper proposes an algorithm for online meta-learning with limited memory, focusing on efficiency and scalability. There is no mention of safety, alignment, interpretability, or any connection to frontier AI risk. Therefore, it belongs in Class 3 (General Capabilities)."
pmlr-v139-asi21b,Private Stochastic Convex Optimization: Optimal Rates in L1 Geometry,1,False,,,,,,high,"This paper is about private stochastic convex optimization, focusing on differential privacy guarantees and optimal rates. It is a theoretical contribution to privacy-preserving machine learning, which falls under traditional ML fairness and ethics. There is no connection to frontier AI safety, alignment, or catastrophic risks, so it belongs to Class 1."
pmlr-v139-alquier21a,Non-Exponentially Weighted Aggregation: Regret Bounds for Unbounded Loss Functions,3,False,,,,,,high,"The paper studies online optimization and regret bounds for unbounded loss functions using FTRL with phi-divergences. It is a purely theoretical contribution to machine learning optimization, with no connection to frontier AI safety, ethics, truthfulness, or alignment. Therefore it belongs to Class 3."
pmlr-v139-aladago21a,Slot Machines: Discovering Winning Combinations of Random Weights in Neural Networks,3,False,,,,,,high,"The paper introduces a method for training neural networks by selecting random weight values per connection, achieving competitive performance on standard benchmarks. It focuses purely on improving model efficiency and accuracy with no connection to safety, alignment, or ethical considerations, placing it in Class 3 (General Capabilities)."
pmlr-v139-alimisis21a,Communication-Efficient Distributed Optimization with Quantized Preconditioners,3,False,,,,,,high,"This paper proposes communication-efficient distributed optimization algorithms using quantized preconditioners. The focus is entirely on improving convergence rates and reducing communication bits, with no connection to AI safety, alignment, interpretability, or ethical considerations. Thus it belongs in Class 3 (General Capabilities)."
pmlr-v139-araki21a,The Logical Options Framework,3,False,,,,,,high,"The paper introduces a hierarchical reinforcement learning framework for learning composable policies from tasks represented as automata, focusing on efficiency, optimality, and compositionality. There is no connection to AI safety, alignment, or frontier model concerns; it is a general capabilities improvement paper. It does not address any safety subdomain or boundary cases."
pmlr-v139-abdolshah21a,A New Representation of Successor Features for Transfer across Dissimilar Environments,3,False,,,,,,high,"The paper proposes a new representation for successor features in reinforcement learning to enable transfer across environments with different dynamics and rewards. The primary goal is improving transfer performance and generalization, with no explicit safety, alignment, or reliability framing. Therefore, it falls under Class 3 (General Capabilities)."
pmlr-v139-audiffren21a,Dichotomous Optimistic Search to Quantify Human Perception,3,False,,,,,,medium,"The paper presents an algorithm for threshold estimation in psychometric experiments, which is a domain-specific application unrelated to AI safety. It does not address frontier AI safety, fairness, or reliability of AI systems, placing it in general capabilities as a methodological contribution."
