id,title,class,is_safety,motivation_score,methodology_score,evaluation_score,total_score,subdomain,confidence,reasoning
wwDg3bbYBIq,Learning to Remember Patterns: Pattern Matching Memory Networks for Traffic Forecasting,3,False,,,,,,high,"This paper proposes a pattern-matching memory network for traffic forecasting, focusing on improving prediction accuracy and responsiveness. It does not address any AI safety, alignment, fairness, or reliability concerns. It is purely a capabilities improvement for a specific applied domain, so it falls under Class 3."
xa6otUDdP2W,Effective Model Sparsification by Scheduled Grow-and-Prune Methods,3,False,,,,,,high,"The paper focuses on model sparsification for computational efficiency and performance improvement, with no connection to AI safety, ethics, or frontier model alignment. It is a general capabilities contribution aimed at reducing inference time and memory costs."
y_op4lLLaWL,Variational autoencoders in the presence of low-dimensional data: landscape and implicit bias,3,False,,,,,,high,"This paper analyzes the training dynamics and implicit bias of variational autoencoders when data lies on a low-dimensional manifold. It is a theoretical study of generative model behavior with no connection to AI safety, alignment, or frontier systems, thus falling under general capabilities."
xFOyMwWPkz,Quantitative Performance Assessment of CNN Units via Topological Entropy Calculation,2,False,,,,,,high,"The paper proposes a method using topological entropy to assess the performance of individual units in CNNs, focusing on understanding network mechanisms and generalization. This is a standard interpretability technique applied to narrow vision models without any connection to frontier AI safety, alignment, or catastrophic risk, placing it in Class 2."
xCVJMsPv3RT,Dropout Q-Functions for Doubly Efficient Reinforcement Learning,3,False,,,,,,high,"The paper proposes DroQ, a method to improve computational efficiency of REDQ in reinforcement learning by using dropout Q-functions. The primary goal is sample and computational efficiency, with no connection to safety, alignment, or ethics, thus classifying it as General Capabilities."
xy_2w3J3kH,Communication-Efficient Actor-Critic Methods for Homogeneous Markov Games,3,False,,,,,,high,"The paper develops communication-efficient decentralized actor-critic methods for cooperative multi-agent reinforcement learning, focusing on reducing communication costs and theoretical convergence. There is no connection to AI safety, alignment, or frontier model risks; it is a capabilities-oriented contribution to MARL efficiency."
wbPObLm6ueA,Fairness Guarantees under Demographic Shift,1,False,,,,,,high,"The paper addresses fairness in machine learning models under demographic shift, a classic problem in algorithmic fairness and bias mitigation. It focuses on ensuring non-discriminatory outcomes in social applications, which aligns with Class 1 (Ethics & Fairness). There is no connection to frontier AI safety, misalignment, or catastrophic risks, so it does not belong in Class 4."
xnYACQquaGV,Neural Contextual Bandits with Deep Representation and Shallow Exploration,3,False,,,,,,high,"The paper proposes a neural contextual bandit algorithm aimed at improving regret bounds and computational efficiency, with no mention of safety, ethics, interpretability, or alignment. It focuses purely on capability improvements in a reinforcement learning context, placing it in Class 3 for general capabilities."
zf_Ll3HZWgy,How Much Can CLIP Benefit Vision-and-Language Tasks?,3,False,,,,,,high,"The paper focuses on improving vision-and-language task performance by using CLIP as a visual encoder, achieving state-of-the-art results on benchmarks like VQA and Visual Entailment. There is no mention of safety, alignment, or risk-related concerns, distinguishing it from safety-focused work."
zrW-LVXj2k1,On the benefits of maximum likelihood estimation for Regression and Forecasting,3,False,,,,,,high,"The paper proposes a maximum likelihood estimation approach for designing loss functions in regression and forecasting, with the goal of improving performance. There is no mention of safety, alignment, ethics, or interpretability, and the work is purely focused on enhancing general capabilities. Therefore, it belongs in Class 3."
xNOVfCCvDpM,Post hoc Explanations may be Ineffective for Detecting Unknown Spurious Correlation,2,False,,,,,,high,"The paper assesses the reliability of post hoc explanation methods (feature attribution, concept activation, training point ranking) for detecting unknown spurious correlations in trained models. This work is focused on improving model transparency and debugging for narrow tasks, without advancing general mechanistic interpretability or frontier AI safety. Therefore, it belongs in Class 2 (Truthfulness, Reliability & XAI)."
