id,title,class,is_safety,motivation_score,methodology_score,evaluation_score,total_score,subdomain,confidence,reasoning
NnMEadcdyD,Understanding Diffusion Objectives as the ELBO with Simple Data Augmentation,3,False,,,,,,high,"The paper focuses on improving diffusion model training objectives by connecting them to the ELBO with data augmentation, aiming for better perceptual quality and state-of-the-art FID scores. There is no mention of safety, alignment, ethics, or any safety-related motivation, so it belongs to Class 3 (General Capabilities)."
3PjCt4kmRx,From Pixels to UI Actions: Learning to Follow Instructions via Graphical User Interfaces,3,False,,,,,,high,"The paper introduces agents that use pixel-based screenshots and generic actions to follow GUI instructions, outperforming humans on MiniWob++. This is a capabilities-driven contribution with no safety or alignment motivation, placing it in Class 3 (General Capabilities)."
GEMHw2sd9S,Smooth Flipping Probability for Differential Private Sign Random Projection Methods,1,False,,,,,,high,"The paper develops differential privacy algorithms for random projection methods, focusing on improving privacy-utility trade-offs. This is standard DP research, which falls under traditional ML fairness and ethics (Class 1). There is no connection to frontier AI safety, alignment, or catastrophic risks."
Al9yglQGKj,"Phase diagram of early training dynamics in deep neural networks: effect of the learning rate, depth, and width",3,False,,,,,,high,"The paper studies optimization dynamics in deep neural networks, focusing on the effect of learning rate, depth, and width on the loss landscape sharpness. It identifies training regimes without any connection to AI safety, alignment, or ethical concerns. This is purely a capabilities-oriented analysis of training behavior, clearly falling under Class 3."
vq11gurmUY,Online PCA in Converging Self-consistent Field Equations,3,False,,,,,,high,"The paper presents a novel interpretation of Self-consistent Field equations as an online PCA problem and develops a new numerical algorithm for convergence. There is no connection to AI safety, ethics, or frontier model alignment; it is purely a computational mathematics method."
JMuKfZx2xU,On Slicing Optimality for Mutual Information,3,False,,,,,,high,"The paper proposes a method to improve mutual information estimation by optimizing slicing distributions, which is a purely methodological contribution to information theory and machine learning. It does not address safety, alignment, fairness, or reliability concerns, and it is not related to frontier AI safety. Therefore, it falls under Class 3 (General Capabilities)."
YkBDJWerKg,STEVE-1: A Generative Model for Text-to-Behavior in Minecraft,3,False,,,,,,high,"The paper presents a method for instruction-tuning a behavior model in Minecraft, focusing on improving instruction-following capabilities. There is no explicit safety or alignment motivation; the goal is performance enhancement on a game task. It does not address interpretability, truthfulness, or fairness, and lacks connection to frontier AI safety concerns."
xkkBFePoFn,Text Alignment Is An Efficient Unified Model for Massive NLP Tasks,3,False,,,,,,high,"The paper proposes a unified text alignment model for efficient performance across many NLP tasks like entailment, QA, and factual consistency. There is no connection to AI safety, alignment of values, or frontier risks; the term 'alignment' refers to textual information alignment. The primary goal is improving model efficiency and capability, which places it in Class 3 (General Capabilities)."
ysqlhW0v26,A Unifying Perspective on Multi-Calibration: Game Dynamics for Multi-Objective Learning,1,False,,,,,,high,"The paper presents a unifying framework for multi-calibration, which is a fairness notion ensuring calibrated predictions across subgroups. It is situated in algorithmic fairness and multi-distribution learning with no connection to frontier AI safety or misalignment. Thus it belongs to Class 1 (Ethics & Fairness)."
frVo9MzRuU,Compositional Abilities Emerge Multiplicatively: Exploring Diffusion Models on a Synthetic Task,3,False,,,,,,high,"The paper studies compositional generalization and emergence in diffusion models using synthetic tasks, focusing on understanding how abilities emerge from data structure. There is no explicit safety, alignment, or risk mitigation framing; the goal is fundamental capability understanding rather than frontier AI safety, thus it belongs in Class 3."
