id,title,class,is_safety,motivation_score,methodology_score,evaluation_score,total_score,subdomain,confidence,reasoning
pmlr-v119-abbas20a,Selective Dyna-Style Planning Under Limited Model Capacity,3,False,,,,,,high,"The paper proposes a method for selective planning in model-based reinforcement learning using heteroscedastic regression to handle model inadequacy. The primary goal is improving learning efficiency and performance, with no connection to frontier AI safety, alignment, ethics, or truthfulness. It is a standard capabilities-oriented RL method, thus Class 3."
pmlr-v119-adlam20a,The Neural Tangent Kernel in High Dimensions: Triple Descent and a Multi-Scale Theory of Generalization,3,False,,,,,,high,"The paper provides a theoretical analysis of generalization in overparameterized neural networks using the Neural Tangent Kernel, focusing on double descent and triple descent phenomena. There is no mention of safety, alignment, ethics, or any AI safety concerns; the primary goal is understanding and explaining generalization behavior, which falls under general capabilities."
pmlr-v119-bachmann20a,Constant Curvature Graph Convolutional Networks,3,False,,,,,,high,"This paper introduces constant-curvature graph convolutional networks to improve node classification and distortion minimization, with no mention of safety, alignment, or frontier AI concerns. It is purely a capability-focused method for non-Euclidean data, placing it in Class 3."
pmlr-v119-alacaoglu20a,Random extrapolation for primal-dual coordinate descent,3,False,,,,,,high,"The paper describes a stochastic optimization algorithm for primal-dual coordinate descent, focusing on convergence guarantees and empirical performance. There is no connection to AI safety, ethics, interpretability, or reliability; it is purely a general capabilities improvement in optimization methodology."
pmlr-v119-alon20a,Structural Language Models of Code,3,False,,,,,,high,"The paper introduces a structural language model for code completion, focusing on improving generation performance using AST-based modeling. There is no connection to ethics, fairness, truthfulness, reliability, or AI safety; its primary goal is advancing general code generation capabilities. Therefore, it belongs in Class 3 (General Capabilities)."
pmlr-v119-abdolmaleki20a,A distributional view on multi-objective policy optimization,3,False,,,,,,high,"The paper proposes a multi-objective RL algorithm for handling trade-offs between competing objectives in robotics, focusing on scale-invariant preference setting and tracing nondominated solutions. There is no mention of safety, alignment, or frontier model concerns, so it belongs in Class 3 (General Capabilities)."
pmlr-v119-ahn20a,Learning What to Defer for Maximum Independent Sets,3,False,,,,,,high,"The paper proposes a deep reinforcement learning scheme for solving the maximum independent set problem on large graphs, focusing on efficiency and scalability. There is no connection to AI safety, ethics, fairness, reliability, or interpretability; it is purely a capabilities paper aimed at improving algorithmic performance."
pmlr-v119-ahmaditeshnizi20a,LazyIter: A Fast Algorithm for Counting Markov Equivalent DAGs and Designing Experiments,3,False,,,,,,high,"The paper proposes a faster algorithm for counting Markov equivalence classes and designing experiments for causal discovery. This is a statistical/machine learning efficiency contribution with no connection to frontier AI safety, alignment, or catastrophic risk, so it falls under General Capabilities (Class 3)."
pmlr-v119-assran20a,On the Convergence of Nesterov’s Accelerated Gradient Method in Stochastic Settings,3,False,,,,,,high,"The paper analyzes the convergence of Nesterov's accelerated gradient method in stochastic settings, focusing on smooth, strongly-convex objectives. There is no mention of AI safety, ethics, or truthfulness; it is a purely theoretical optimization contribution. Therefore, it belongs to Class 3 (General Capabilities)."
pmlr-v119-alaa20b,Frequentist Uncertainty in Recurrent Neural Networks via Blockwise Influence Functions,2,False,,,,,,high,"The paper develops a frequentist method for uncertainty quantification in RNNs using influence functions and jackknife resampling, applied to critical care decision-making. This is a reliability/uncertainty estimation technique for a narrow model class (RNNs) with a domain-specific application, not advancing general-purpose understanding of frontier models. Therefore it belongs in Class 2 (Truthfulness, Reliability & XAI)."
pmlr-v119-arunachalam20a,Quantum Boosting,3,False,,,,,,high,"The paper proposes a quantum boosting algorithm to improve the time complexity of classical AdaBoost, focusing on computational efficiency and quantum speedup. There is no mention of safety, alignment, fairness, or any AI safety concerns, so it belongs to Class 3 (General Capabilities)."
pmlr-v119-amizadeh20a,"Neuro-Symbolic Visual Reasoning: Disentangling ""Visual"" from ""Reasoning""",3,False,,,,,,high,"The paper proposes a neuro-symbolic framework to disentangle and evaluate reasoning from perception in visual question answering, aiming to improve reasoning capabilities. There is no connection to AI safety, alignment, or frontier model concerns, so it belongs in Class 3 (General Capabilities)."
pmlr-v119-angermueller20a,Population-Based Black-Box Optimization for Biological Sequence Design,3,False,,,,,,high,"The paper addresses black-box optimization for biological sequence design, focusing on improving performance and robustness through an ensemble method. There is no mention of AI safety, alignment, interpretability, or truthfulness, and the work is purely capabilities-oriented for a specific domain. Therefore, it falls into Class 3: General Capabilities."
pmlr-v119-acharya20a,Context Aware Local Differential Privacy,1,False,,,,,,high,"The paper presents a context-aware local differential privacy framework to improve the privacy-utility trade-off, which is a core topic in algorithmic fairness and data privacy. There is no connection to frontier AI systems, alignment, or safety; it belongs to the Ethics & Fairness class."
pmlr-v119-azencot20a,Forecasting Sequential Data Using Consistent Koopman Autoencoders,3,False,,,,,,high,"The paper introduces a Koopman autoencoder for time series forecasting, focusing on improved prediction accuracy and robustness through physics-inspired dynamics. There is no connection to AI safety, ethics, truthfulness, or frontier model alignment. It clearly falls under general capabilities research."
pmlr-v119-agrawal20a,Optimal Bounds between f-Divergences and Integral Probability Metrics,3,False,,,,,,high,"This paper focuses on theoretical bounds between f-divergences and integral probability metrics using convex duality, which is a foundational statistical contribution with no connection to AI safety, ethics, reliability, or frontier models. It belongs to Class 3 as it advances general capabilities in optimization and estimation rather than addressing safety concerns."
pmlr-v119-ablin20a,Super-efficiency of automatic differentiation for functions defined as a minimum,3,False,,,,,,high,"The paper studies the asymptotic error of gradient estimators for functions defined as a minimum, focusing on automatic differentiation versus analytic formulas. It is a theoretical and empirical analysis of optimization methods with no connection to AI safety, alignment, or frontier models, placing it firmly in Class 3 (General Capabilities)."
pmlr-v119-axelrod20a,Sample Amplification: Increasing Dataset Size even when Learning is Impossible,3,False,,,,,,high,"The paper presents a statistical method for generating synthetic samples from an unknown distribution, framed as a theoretical problem in learning theory. It does not address AI safety, alignment, fairness, truthfulness, or any safety-related concerns, nor does it focus on improving frontier AI capabilities. Its primary contribution is in fundamental statistics, making it a general capabilities paper with no safety relevance."
pmlr-v119-amos20a,The Differentiable Cross-Entropy Method,3,False,,,,,,high,"The paper introduces a differentiable variant of the Cross-Entropy Method for non-convex optimization, enabling end-to-end learning in structured prediction and continuous control. There is no mention of AI safety, alignment, or frontier models; the work is purely focused on improving optimization and control capabilities. Therefore, it belongs in Class 3 (General Capabilities)."
pmlr-v119-amin20a,LowFER: Low-rank Bilinear Pooling for Link Prediction,3,False,,,,,,high,"The paper proposes a low-rank bilinear pooling model for link prediction in knowledge graphs, aiming to improve performance and parameter efficiency. There is no connection to AI safety, ethics, or interpretability of frontier models; it is purely a capabilities-focused method for a standard ML task. Therefore it belongs in Class 3."
