id,title,class,is_safety,motivation_score,methodology_score,evaluation_score,total_score,subdomain,confidence,reasoning
icml-virtual-2026-60659,QPoint: End-to-End Lightweight Point Cloud Processing via Robust Quaternion Feature Learning,3,False,,,,,,high,"The paper introduces QPoint, a lightweight framework for point cloud processing that improves performance on standard benchmarks using quaternion feature learning. There is no mention or connection to AI safety, ethics, fairness, or interpretability, so it falls under General Capabilities (Class 3)."
icml-virtual-2026-64809,Two-dimensional quantization for geometry-aware audio coding,3,False,,,,,,high,"The paper introduces a novel quantization method for neural audio codecs aimed at improving reconstruction quality and compression efficiency. There is no connection to AI safety, ethics, fairness, or interpretability; it is purely a capabilities-focused contribution in audio compression."
icml-virtual-2026-63794,Rethinking Neural Network Learning Rates: A Stackelberg Perspective,3,False,,,,,,high,"The paper investigates non-uniform learning rates for neural networks through the lens of Stackelberg optimization, focusing on convergence guarantees and performance improvements in supervised and reinforcement learning. There is no mention of safety, alignment, interpretability, or risk, so it is purely a capabilities/optimization paper belonging to Class 3."
icml-virtual-2026-62905,Learn to Merge: Meta-Learning for Adaptive Multi-Task Model Merging,3,False,,,,,,high,"The paper introduces a meta-learning framework for optimizing merging coefficients in multi-task model merging, aiming to improve performance and generalization across tasks. It does not address frontier AI safety, alignment, fairness, or reliability, and its primary goal is enhancing capabilities, making it a clear Class 3 (General Capabilities) paper."
icml-virtual-2026-65217,Outcome-Aware Spectral Feature Learning for Instrumental Variable Regression,3,False,,,,,,high,"The paper presents a method for causal effect estimation using instrumental variables, which is a general machine learning methodology. It does not address AI safety, alignment, or frontier model concerns, and is focused on improving causal inference performance."
icml-virtual-2026-65942,Causal Effect Identifiability in the Presence of Latent Confounders Without Auxiliary Variables,3,False,,,,,,high,"This paper studies causal effect identifiability in linear structural causal models with latent confounders, a purely methodological causal inference problem. There is no connection to frontier AI safety, alignment, or catastrophic risk, distinguishing it from Class 4 safety research. It belongs in Class 3 as it advances general capabilities in causal inference without explicit safety motivation."
icml-virtual-2026-61337,Hyper-ICL: Attention Calibration with Hyperbolic Anchor Distillation for Multimodal In-Context Learning,3,False,,,,,,high,"The paper proposes a training-based method to improve multimodal in-context learning accuracy and stability by calibrating attention distributions. The primary goal is enhancing performance on standard benchmarks, not addressing frontier AI safety concerns, alignment, or interpretability for safety. Therefore, it belongs to Class 3 (General Capabilities)."
icml-virtual-2026-66418,The Generalization Spectrum: A Chromatographic Approach to Evaluating Learning Algorithms,3,False,,,,,,high,"The paper introduces a novel evaluation framework for measuring per-sample generalization in learning algorithms, applied to competitive programming. It focuses on understanding how far knowledge transfers from training examples to test variants, comparing ICL, SFT, RFT, and RL. There is no connection to AI safety, alignment, or frontier model risks; it is a general capabilities and evaluation methodology paper."
icml-virtual-2026-65802,Magnitude Distance: A Geometric Measure of Dataset Similarity,3,False,,,,,,high,"This paper introduces a new geometric distance metric for datasets and demonstrates its use as a training objective for generative models. There is no safety, alignment, fairness, or interpretability motivation or framing, and the primary goal is improving generative model performance, placing it in the General Capabilities class."
icml-virtual-2026-61703,WestWorld: A Knowledge-Encoded Scalable Trajectory World Model for Diverse Robotic Systems,3,False,,,,,,high,"This paper presents a scalable trajectory world model for diverse robotic systems, focusing on improving zero-shot generalization and downstream control performance. There is no mention of AI safety, alignment, or risk, making it a pure capabilities contribution."
