id,title,class,is_safety,motivation_score,methodology_score,evaluation_score,total_score,subdomain,confidence,reasoning
yQdBtFfleh6,Rethinking skip connection model as a learnable Markov chain,3,False,,,,,,high,"The paper proposes a modification to residual networks (Penal Connection) to optimize skip connections as learnable Markov chains, focusing on improving training and performance in multi-modal translation and image recognition. There is no mention of safety, alignment, or risk assessment, placing it firmly in general capabilities improvement (Class 3)."
zWy7dqOcel,Sampling with Mollified Interaction Energy Descent,3,False,,,,,,high,"The paper develops a new particle-based sampling algorithm (MIED) for Bayesian inference and computation, with no mention of safety, alignment, or ethical considerations. It focuses purely on improving sampling methodology and is a general capability contribution in machine learning."
zZhX4eYNeeh,Achieving Sub-linear Regret in Infinite Horizon Average Reward Constrained MDP with Linear Function Approximation,3,False,,,,,,high,"The paper studies constrained Markov decision processes with linear function approximation, focusing on theoretical regret bounds and constraint violation. There is no mention of frontier AI safety, alignment, or catastrophic risks. It is purely a reinforcement learning theory paper, so it belongs to Class 3 (General Capabilities)."
yHLvIlE9RGN,Evaluating Long-Term Memory in 3D Mazes,3,False,,,,,,high,"The paper introduces Memory Maze, a 3D domain for evaluating long-term memory in reinforcement learning agents. The goal is to benchmark and improve memory capabilities, with no explicit safety or alignment motivation. It is a capabilities-focused paper (Class 3), distinct from safety subdomains."
zlwBI2gQL3K,Hierarchical Relational Learning for Few-Shot Knowledge Graph Completion,3,False,,,,,,high,"The paper proposes a hierarchical relational learning method for few-shot knowledge graph completion, focusing solely on improving prediction accuracy for novel relations. There is no mention of AI safety, fairness, interpretability, or any frontier AI concerns, placing it firmly in Class 3 (General Capabilities). It is not related to safety subdomains or alignment."
zt53IDUR1U,MICN: Multi-scale Local and Global Context Modeling for Long-term Series Forecasting,3,False,,,,,,high,"The paper proposes a neural architecture for time series forecasting that combines local and global features using multi-scale convolutions. The primary goal is improving prediction accuracy and efficiency, with no mention of safety, alignment, or interpretability. This is a pure capabilities contribution, so it belongs in Class 3."
yHY9NbQJ5BP,Sparsity-Constrained Optimal Transport,3,False,,,,,,high,"The paper proposes a new approach for optimal transport with cardinality constraints to improve sparsity, motivated by computational performance in mixture of experts. There is no connection to AI safety, alignment, or frontier risk, so it falls under general capabilities (Class 3)."
zVrw4OH1Lch,FIFA: Making Fairness More Generalizable in Classifiers Trained on Imbalanced Data,1,False,,,,,,high,"The paper proposes a method (FIFA) to improve fairness generalization in classifiers under imbalanced data, focusing on equalized odds and equalized opportunity. This is a classic algorithmic fairness problem with no connection to frontier AI, agentic systems, or existential safety risks. It clearly belongs to Class 1 (Ethics & Fairness)."
yyBis80iUuU,Hybrid RL: Using both offline and online data can make RL efficient,3,False,,,,,,high,"The paper proposes a hybrid RL algorithm to improve sample efficiency, with theoretical guarantees and empirical results on benchmarks like Montezuma's Revenge. There is no mention of AI safety, ethics, fairness, truthfulness, or any safety subdomain; the primary goal is capability improvement. Therefore, it belongs in Class 3 (General Capabilities)."
ytZIYmztET,EPISODE: Episodic Gradient Clipping with Periodic Resampled Corrections for Federated Learning with Heterogeneous Data,3,False,,,,,,high,"The paper focuses on improving federated learning optimization through gradient clipping and resampled corrections for heterogeneous data. It addresses training stability and communication efficiency, with no connection to AI safety, alignment, or frontier model risks. The goal is general capabilities performance, not safety or alignment."
